region,province,municipality
Region XII (SOCCSKSARGEN),Sarangani,Kiamba
Region XII (SOCCSKSARGEN),Sarangani,Maasim
Region XII (SOCCSKSARGEN),Sarangani,Maitum
Region XII (SOCCSKSARGEN),Sarangani,Malapatan
Region XII (SOCCSKSARGEN),Sarangani,Malungon
Region XII (SOCCSKSARGEN),South Cotabato,Banga
Region XII (SOCCSKSARGEN),South Cotabato,City of Koronadal
Region XII (SOCCSKSARGEN),South Cotabato,Lake Sebu
Region XII (SOCCSKSARGEN),South Cotabato,Norala
Region XII (SOCCSKSARGEN),South Cotabato,Polomolok
Region XII (SOCCSKSARGEN),South Cotabato,Santo Niño
Region XII (SOCCSKSARGEN),South Cotabato,Surallah
Region XII (SOCCSKSARGEN),South Cotabato,T'Boli
Region XII (SOCCSKSARGEN),South Cotabato,Tampakan
Region XII (SOCCSKSARGEN),South Cotabato,Tantangan
Region XII (SOCCSKSARGEN),South Cotabato,Tupi
Region XII (SOCCSKSARGEN),Sultan Kudarat,Bagumbayan
Region XII (SOCCSKSARGEN),Sultan Kudarat,City of Tacurong
Region XII (SOCCSKSARGEN),Sultan Kudarat,Columbio
Region XII (SOCCSKSARGEN),Sultan Kudarat,Esperanza
Region XII (SOCCSKSARGEN),Sultan Kudarat,Isulan
Region XII (SOCCSKSARGEN),Sultan Kudarat,Kalamansig
Region XII (SOCCSKSARGEN),Sultan Kudarat,Lambayong
Region XII (SOCCSKSARGEN),Sultan Kudarat,Lebak
Region XII (SOCCSKSARGEN),Sultan Kudarat,Lutayan
Region XII (SOCCSKSARGEN),Sultan Kudarat,Palimbang
Region XII (SOCCSKSARGEN),Sultan Kudarat,President Quirino
Region XII (SOCCSKSARGEN),Sultan Kudarat,Sen. Ninoy Aquino
Region XII (SOCCSKSARGEN),City of General Santos,Sen. Ninoy Aquino
Region XIII (Caraga),Agusan del Norte,Buenavista
Region XIII (Caraga),Agusan del Norte,Carmen
Region XIII (Caraga),Agusan del Norte,City of Cabadbaran
Region XIII (Caraga),Agusan del Norte,Jabonga
Region XIII (Caraga),Agusan del Norte,Kitcharao
Region XIII (Caraga),Agusan del Norte,Las Nieves
Region XIII (Caraga),Agusan del Norte,Magallanes
Region XIII (Caraga),Agusan del Norte,Nasipit
Region XIII (Caraga),Agusan del Norte,Remedios T. Romualdez
Region XIII (Caraga),Agusan del Norte,Santiago
Region XIII (Caraga),Agusan del Norte,Tubay
Region XIII (Caraga),Agusan del Sur,Bunawan
Region XIII (Caraga),Agusan del Sur,City of Bayugan
Region XIII (Caraga),Agusan del Sur,Esperanza
Region XIII (Caraga),Agusan del Sur,La Paz
Region XIII (Caraga),Agusan del Sur,Loreto
Region XIII (Caraga),Agusan del Sur,Prosperidad
Region XIII (Caraga),Agusan del Sur,Rosario
Region XIII (Caraga),Agusan del Sur,San Francisco
Region XIII (Caraga),Agusan del Sur,San Luis
Region XIII (Caraga),Agusan del Sur,Santa Josefa
Region XIII (Caraga),Agusan del Sur,Sibagat
Region XIII (Caraga),Agusan del Sur,Talacogon
Region XIII (Caraga),Agusan del Sur,Trento
Region XIII (Caraga),Agusan del Sur,Veruela
Region XIII (Caraga),Dinagat Islands,Basilisa
Region XIII (Caraga),Dinagat Islands,Cagdianao
Region XIII (Caraga),Dinagat Islands,Dinagat
Region XIII (Caraga),Dinagat Islands,Libjo
Region XIII (Caraga),Dinagat Islands,Loreto
Region XIII (Caraga),Dinagat Islands,San Jose
Region XIII (Caraga),Dinagat Islands,Tubajon
Region XIII (Caraga),Surigao del Norte,Alegria
Region XIII (Caraga),Surigao del Norte,Bacuag
Region XIII (Caraga),Surigao del Norte,Burgos
Region XIII (Caraga),Surigao del Norte,City of Surigao
Region XIII (Caraga),Surigao del Norte,Claver
Region XIII (Caraga),Surigao del Norte,Dapa
Region XIII (Caraga),Surigao del Norte,Del Carmen
Region XIII (Caraga),Surigao del Norte,General Luna
Region XIII (Caraga),Surigao del Norte,Gigaquit
Region XIII (Caraga),Surigao del Norte,Mainit
Region XIII (Caraga),Surigao del Norte,Malimono
Region XIII (Caraga),Surigao del Norte,Pilar
Region XIII (Caraga),Surigao del Norte,Placer
Region XIII (Caraga),Surigao del Norte,San Benito
Region XIII (Caraga),Surigao del Norte,San Francisco
Region XIII (Caraga),Surigao del Norte,San Isidro
Region XIII (Caraga),Surigao del Norte,Santa Monica
Region XIII (Caraga),Surigao del Norte,Sison
Region XIII (Caraga),Surigao del Norte,Socorro
Region XIII (Caraga),Surigao del Norte,Tagana-An
Region XIII (Caraga),Surigao del Norte,Tubod
Region XIII (Caraga),Surigao del Sur,Barobo
Region XIII (Caraga),Surigao del Sur,Bayabas
Region XIII (Caraga),Surigao del Sur,Cagwait
Region XIII (Caraga),Surigao del Sur,Cantilan
Region XIII (Caraga),Surigao del Sur,Carmen
Region XIII (Caraga),Surigao del Sur,Carrascal
Region XIII (Caraga),Surigao del Sur,City of Bislig
Region XIII (Caraga),Surigao del Sur,City of Tandag
Region XIII (Caraga),Surigao del Sur,Cortes
Region XIII (Caraga),Surigao del Sur,Hinatuan
Region XIII (Caraga),Surigao del Sur,Lanuza
Region XIII (Caraga),Surigao del Sur,Lianga
Region XIII (Caraga),Surigao del Sur,Lingig
Region XIII (Caraga),Surigao del Sur,Madrid
Region XIII (Caraga),Surigao del Sur,Marihatag
Region XIII (Caraga),Surigao del Sur,San Agustin
Region XIII (Caraga),Surigao del Sur,San Miguel
Region XIII (Caraga),Surigao del Sur,Tagbina
Region XIII (Caraga),Surigao del Sur,Tago
Region XIII (Caraga),City of Butuan,Tago
